"Author_name","PC","PY_start","PY_end","Pub_period","Author_count_avg","PC_annu","PY_first_start","PY_first_end","First_period","PC_first","PC_first_annu","Author_index","Author_color","OC","PY_off_start","PY_off_end","Off_period","PC_off","PC_off_annu","Family_degree_out","Family_degree_in","Family_index","Family_size","AG","PY_col_in_start","PY_col_in_end","Col_in_period","PC_col_in","PC_col_in_annu","R_PC_col_in_PC","R_PC_col_in_PC_annu","PY_col_out_start","PY_col_out_end","Col_out_period","PC_col_out","PC_col_out_annu","R_PC_col_out_PC_annu","R_PC_col_out_PC","PC_col_tot","degree_all","degree_out","degree_in","R_deg_in_out","PCxOCxCC","PCxOCxCC_norm"
"DI GENARO MS",1,2018,2018,1,7,1,NA,NA,0,0,0,-5638,"#1B12A7",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,1,1,0,0,0,0
"RAN X",1,2018,2018,1,6,1,NA,NA,0,0,0,5639,"#E99A0B",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,1,1,0,0,0,0
"ROSSI A",1,2018,2018,1,6,1,NA,NA,0,0,0,-5640,"#F950DA",0,NA,NA,0,0,0,0,0,0,0,0,2013,2013,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"ERMENTROUT B",1,2018,2018,1,2,1,NA,NA,0,0,0,5641,"#1325BC",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"PIETRAS EM",1,2018,2018,1,2,1,NA,NA,0,0,0,-5642,"#6D92A0",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WAHA A",1,2018,2018,1,19,1,NA,NA,0,0,0,5643,"#EE9EFE",0,NA,NA,0,0,0,0,0,0,0,0,2019,2019,1,1,1,1,1,2018,2018,1,1,1,1,1,2,2,1,1,1,0,0
"DEWOLFE JL",1,2018,2018,1,2,1,NA,NA,0,0,0,-5644,"#D5B658",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"PEPLONSKA B",1,2018,2018,1,8,1,NA,NA,0,0,0,5645,"#E996A6",0,2018,2018,1,1,1,0,0,0,0,0,2017,2017,1,1,1,1,1,2018,2018,1,1,1,1,1,2,2,1,1,1,0,0
"RASHIDI P",1,2018,2018,1,5,1,NA,NA,0,0,0,-5646,"#387809",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CANTERO JL",1,2018,2018,1,4,1,2005,2005,1,1,1,5647,"#BAF9DE",0,NA,NA,0,0,0,0,1,319,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ARONOVA E",1,2018,2018,1,1,1,NA,NA,0,0,0,-5648,"#A68396",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"METLAINE A; GROUPE CONSENSUS CHRONOBIOLOGIE ET SOMMEIL DE LA SOCIÉTÉ FRANÇAISE DE RECHERCHE ET MÉDECINE DU SOMMEIL (SFRMS)",1,2018,2018,1,4,1,NA,NA,0,0,0,5649,"#1C0293",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,1,1,0,0,0,0
"WAGNER J",2,2018,2018,1,5.5,2,NA,NA,0,0,0,-5650,"#93484D",0,NA,NA,0,0,0,0,0,0,0,0,2019,2019,1,2,2,1,1,2018,2018,1,2,2,1,1,4,3,2,1,0.5,0,0
"LEWIN SR",1,2018,2018,1,20,1,NA,NA,0,0,0,5651,"#CD3EAF",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"OHKUBO T",1,2018,2018,1,13,1,NA,NA,0,0,0,-5652,"#84D4B4",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,1,1,0,0,0,0
"BAO C",1,2018,2018,1,7,1,NA,NA,0,0,0,5653,"#7E31B7",0,NA,NA,0,0,0,0,0,0,0,0,2018,2018,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"SCHIRMER AE",1,2018,2018,1,2,1,2014,2014,1,1,1,-5654,"#672895",0,NA,NA,0,0,0,0,1,469,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"YADA T",1,2018,2018,1,4,1,NA,NA,0,0,0,5655,"#870E17",0,NA,NA,0,0,0,0,0,0,0,0,2002,2021,20,2,0.1,2,0.1,NA,NA,0,0,0,0,0,2,2,0,2,Inf,0,0
"RAFF JW",1,2018,2018,1,9,1,NA,NA,0,0,0,-5656,"#9D3236",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ANDRETIC WALDOWSKI R",1,2018,2018,1,3,1,NA,NA,0,0,0,5657,"#715D0F",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"QI J",1,2018,2018,1,8,1,NA,NA,0,0,0,-5658,"#2FB811",0,NA,NA,0,0,0,0,0,0,0,0,2017,2018,2,2,1,2,1,2018,2018,1,1,1,1,1,3,4,2,2,1,0,0
"MACKENZIE SA",2,2018,2020,3,8.5,0.666666666666667,NA,NA,0,0,0,5659,"#877E7C",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ERIKSSON SH",1,2018,2018,1,7,1,NA,NA,0,0,0,-5660,"#7C7DA5",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,2,2,0,0,0,0
"PINTO MA",1,2018,2018,1,6,1,NA,NA,0,0,0,5661,"#CAD5F1",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"RAJKOVIC A",1,2018,2018,1,5,1,NA,NA,0,0,0,-5662,"#EAF858",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SATO EF",1,2018,2018,1,6,1,NA,NA,0,0,0,5663,"#BB739E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SOLT LA",1,2018,2018,1,6,1,2011,2012,2,2,1,-5664,"#37C9D6",0,NA,NA,0,0,0,0,1,369,1,2,2010,2019,10,5,0.5,5,0.5,2018,2018,1,1,1,1,1,6,3,1,2,2,0,0
"HAYWARD LF",1,2018,2018,1,4,1,NA,NA,0,0,0,5665,"#2CA539",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CARVALHO AF",1,2018,2018,1,7,1,NA,NA,0,0,0,-5666,"#E3CF3B",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"GUAN Q",1,2018,2018,1,20,1,NA,NA,0,0,0,5667,"#085C4A",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,2,2,0,0,0,0
"ØSTERGAARD SD",1,2018,2018,1,3,1,NA,NA,0,0,0,-5668,"#1DDAD1",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ANTOINE B",1,2018,2018,1,5,1,NA,NA,0,0,0,5669,"#97E84F",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SCHERNHAMMER ES",1,2018,2018,1,4,1,NA,NA,0,0,0,-5670,"#78CCFB",0,NA,NA,0,0,0,0,0,0,0,0,2014,2014,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"SIDDALL ME",1,2018,2018,1,4,1,NA,NA,0,0,0,5671,"#062511",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SHIINA Y",1,2018,2018,1,6,1,NA,NA,0,0,0,-5672,"#913E23",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,1,1,0,0,0,0
"RIO DC",1,2018,2018,1,4,1,NA,NA,0,0,0,5673,"#EBDE83",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,1,1,0,0,0,0
"MCCAFFERY P",1,2018,2018,1,4,1,NA,NA,0,0,0,-5674,"#3A567D",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,1,1,0,0,0,0
"WALSH NP",1,2018,2018,1,3,1,NA,NA,0,0,0,5675,"#9C92A4",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ORBEA A",1,2018,2018,1,5,1,NA,NA,0,0,0,-5676,"#F55E88",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"DACSO CC",1,2018,2018,1,6,1,NA,NA,0,0,0,5677,"#9B9D1A",0,NA,NA,0,0,0,0,0,0,0,0,2015,2020,6,4,0.666666666666667,4,0.666666666666667,2018,2018,1,1,1,1,1,5,3,2,1,0.5,0,0
"MCLEAN SA",2,2018,2020,3,21.5,0.666666666666667,NA,NA,0,0,0,-5678,"#43D3CB",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2020,2020,1,1,1,1.5,0.5,1,1,1,0,0,0,0
"SAMUELS CH",1,2018,2018,1,3,1,NA,NA,0,0,0,5679,"#5A1582",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,1,1,0,0,0,0
"MEYHOFER E",1,2018,2018,1,7,1,NA,NA,0,0,0,-5680,"#BA57E4",0,NA,NA,0,0,0,0,0,0,0,0,2018,2018,1,1,1,1,1,2018,2018,1,1,1,1,1,2,2,1,1,1,0,0
"ELSE KJ",1,2018,2018,1,17,1,NA,NA,0,0,0,5681,"#44A72C",0,NA,NA,0,0,0,0,0,0,0,0,2012,2012,1,1,1,1,1,2018,2018,1,1,1,1,1,2,5,4,1,0.25,0,0
"TSERMPINI EE",1,2018,2018,1,8,1,NA,NA,0,0,0,-5682,"#44E1C9",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SPAETHE J",1,2018,2018,1,3,1,2005,2005,1,1,1,5683,"#36403B",0,NA,NA,0,0,0,0,1,314,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"PTITO M",1,2018,2018,1,6,1,NA,NA,0,0,0,-5684,"#5737CB",0,NA,NA,0,0,0,0,0,0,0,0,2016,2017,2,2,1,2,1,2018,2018,1,1,1,1,1,3,4,2,2,1,0,0
"GAGNAIRE B",1,2018,2018,1,9,1,NA,NA,0,0,0,5685,"#2AA378",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CABELLO-GUZMÁN G",1,2018,2018,1,3,1,NA,NA,0,0,0,-5686,"#C00427",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"TEIXEIRA S",1,2018,2018,1,16,1,NA,NA,0,0,0,5687,"#F4841A",0,NA,NA,0,0,0,0,0,0,0,0,2018,2018,1,1,1,1,1,2018,2018,1,1,1,1,1,2,2,1,1,1,0,0
"MORENO CR",1,2018,2018,1,7,1,NA,NA,0,0,0,-5688,"#EE499B",0,2018,2018,1,1,1,0,0,0,0,0,2016,2016,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"WAKAMURA T",1,2018,2018,1,6,1,NA,NA,0,0,0,5689,"#31BD58",0,NA,NA,0,0,0,0,0,0,0,0,2017,2017,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"BAO J",1,2018,2018,1,6,1,NA,NA,0,0,0,-5690,"#292908",0,NA,NA,0,0,0,0,0,0,0,0,2012,2012,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"ALEXY U",1,2018,2018,1,5,1,NA,NA,0,0,0,5691,"#CC1F74",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CREPALDI P; ADAPTMAP CONSORTIUM",1,2018,2018,1,24,1,NA,NA,0,0,0,-5692,"#43491A",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,1,1,0,0,0,0
"CHOO WO",1,2018,2018,1,8,1,NA,NA,0,0,0,5693,"#1C5EEF",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ARIAS MC",1,2018,2018,1,5,1,NA,NA,0,0,0,-5694,"#A0323A",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"DUEZ HM",1,2018,2018,1,20,1,NA,NA,0,0,0,5695,"#825285",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,2,2,0,0,0,0
"BOLARIN MC",1,2018,2018,1,7,1,NA,NA,0,0,0,-5696,"#3D8200",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"TENEN DG",1,2018,2018,1,18,1,NA,NA,0,0,0,5697,"#1217CC",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,1,1,0,0,0,0
"KITAMURA T",1,2018,2018,1,7,1,NA,NA,0,0,0,-5698,"#DC5A3E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"VALEGGIA C",1,2018,2018,1,3,1,NA,NA,0,0,0,5699,"#C91CBA",0,NA,NA,0,0,0,0,0,0,0,0,2020,2020,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"SHECHTER A",1,2018,2018,1,4,1,NA,NA,0,0,0,-5700,"#58C26C",0,NA,NA,0,0,0,0,0,0,0,0,2018,2018,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"NORTON GR",1,2018,2018,1,4,1,NA,NA,0,0,0,5701,"#1AE036",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BECK MR",1,2018,2018,1,2,1,NA,NA,0,0,0,-5702,"#0FDD84",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MONECKE S",1,2018,2018,1,5,1,2006,2014,9,4,0.444444444444444,5703,"#68FC51",0,2018,2018,1,1,1,0,1,90,1,2,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,2,2,0,0,0,0
"MORENO LA; HELENA STUDY GROUP",1,2018,2018,1,17,1,NA,NA,0,0,0,-5704,"#472433",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MAIA LC",1,2018,2018,1,9,1,NA,NA,0,0,0,5705,"#961AAB",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"JUNG KY",1,2018,2018,1,15,1,NA,NA,0,0,0,-5706,"#DFD282",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2018,2018,1,1,1,1,1,1,1,1,0,0,0,0
"LIN SJ",1,2018,2018,1,13,1,NA,NA,0,0,0,5707,"#7FCB0F",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KNUDSEN KE",1,2019,2019,1,2,1,NA,NA,0,0,0,-5708,"#DDA96B",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BAUMERT TF",2,2019,2020,2,3.5,1,NA,NA,0,0,0,5709,"#2149B7",0,NA,NA,0,0,0,0,0,0,0,0,2019,2021,3,3,1,1.5,1,2019,2019,1,1,1,1,0.5,4,3,2,1,0.5,0,0
"HOEKMAN MFM",1,2019,2019,1,3,1,NA,NA,0,0,0,-5710,"#515387",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2019,2019,1,1,1,1,1,1,1,1,0,0,0,0
"DOLEŽEL D",1,2019,2019,1,1,1,NA,NA,0,0,0,5711,"#64990E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CONDAT CA",1,2019,2019,1,2,1,NA,NA,0,0,0,-5712,"#1E70BA",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"FRIDMAN E",2,2019,2021,3,10,0.666666666666667,NA,NA,0,0,0,5713,"#BB191E",0,NA,NA,0,0,0,0,0,0,0,0,2017,2017,1,1,1,0.5,1.5,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"VACHA M",1,2019,2019,1,6,1,NA,NA,0,0,0,-5714,"#D5B5FD",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2019,2019,1,1,1,1,1,1,1,1,0,0,0,0
"BRACCI M",1,2019,2019,1,2,1,NA,NA,0,0,0,5715,"#3AD713",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HIROTA T",5,2019,2021,3,14.4,1.66666666666667,2002,2015,14,8,0.571428571428571,-5716,"#93FD12",0,NA,NA,0,0,0,0,1,102,1,2,2001,2020,20,23,1.15,4.6,0.69,2019,2021,3,4,1.33333333333333,0.8,0.8,27,19,8,11,1.375,0,0
"HIRAYAMA J",2,2019,2020,2,6,1,2003,2019,17,8,0.470588235294118,5717,"#135FE8",0,NA,NA,0,0,0,0,1,122,1,2,2000,2013,14,15,1.07142857142857,7.5,1.07142857142857,NA,NA,0,0,0,0,0,15,4,0,4,Inf,0,0
"RODRÍGUEZ CORTÉS B",1,2019,2019,1,4,1,NA,NA,0,0,0,-5718,"#B4E4F7",0,2019,2019,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MENEGAZZI P",2,2019,2020,2,4.5,1,2012,2020,9,4,0.444444444444444,5719,"#C1D99D",0,2020,2020,1,1,1,0,1,142,1,2,2012,2021,10,16,1.6,8,1.6,2019,2019,1,1,1,1,0.5,17,10,1,9,9,0,0
"KADLER KE",3,2019,2020,2,8.33333333333333,1.5,NA,NA,0,0,0,-5720,"#335119",0,NA,NA,0,0,0,0,0,0,0,0,2014,2021,8,2,0.25,0.666666666666667,0.166666666666667,2019,2020,2,2,1,0.666666666666667,0.666666666666667,4,2,1,1,1,0,0
"WHEAT CW",1,2019,2019,1,2,1,NA,NA,0,0,0,5721,"#557C05",1,2019,2019,1,1,1,1,0,504,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SARANG Z",1,2019,2019,1,3,1,NA,NA,0,0,0,-5722,"#9987AF",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HOLZSCHUH A",1,2019,2019,1,4,1,NA,NA,0,0,0,5723,"#4AD9F0",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2019,2019,1,1,1,1,1,1,1,1,0,0,0,0
"SHEN H",1,2019,2019,1,3,1,1997,2020,24,4,0.166666666666667,-5724,"#9A8DFB",0,NA,NA,0,0,0,0,1,173,1,2,2000,2012,13,5,0.384615384615385,5,0.384615384615385,NA,NA,0,0,0,0,0,5,5,0,5,Inf,0,0
"HONG JS",2,2019,2019,1,7,2,NA,NA,0,0,0,5725,"#5E2BBC",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2019,2019,1,2,2,1,1,2,1,1,0,0,0,0
"NAGEL DH",3,2019,2021,3,4,1,2012,2015,4,3,0.75,-5726,"#4BF1AA",0,NA,NA,0,0,0,0,1,102,1,2,2014,2014,1,1,1,0.333333333333333,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"JANSONIUS NM",1,2019,2019,1,3,1,NA,NA,0,0,0,5727,"#082D2E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"TRIVEDI AK",3,2019,2020,2,3,1.5,2014,2019,6,3,0.5,-5728,"#DB81DB",0,NA,NA,0,0,0,0,1,68,1,4,2012,2015,4,3,0.75,1,0.5,NA,NA,0,0,0,0,0,3,2,0,2,Inf,0,0
"KRAWETZ RJ",1,2019,2019,1,1,1,NA,NA,0,0,0,5729,"#6B3FFF",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"PIVOVAROVA-RAMICH O",3,2019,2020,2,8,1.5,NA,NA,0,0,0,-5730,"#CBED96",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,2020,2020,1,2,2,1.33333333333333,0.666666666666667,2,1,1,0,0,0,0
"MAO R",1,2019,2019,1,5,1,NA,NA,0,0,0,5731,"#A09B5E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"FERINGA BL",1,2019,2019,1,11,1,NA,NA,0,0,0,-5732,"#81AD8E",0,NA,NA,0,0,0,0,0,0,0,0,2021,2021,1,1,1,1,1,2019,2019,1,1,1,1,1,2,4,3,1,0.333333333333333,0,0
"XIONG Y",1,2019,2019,1,9,1,NA,NA,0,0,0,5733,"#C13509",0,NA,NA,0,0,0,0,0,0,0,0,2005,2020,16,6,0.375,6,0.375,2019,2019,1,1,1,1,1,7,6,2,4,2,0,0
"GÖGENÜR I",1,2019,2019,1,5,1,NA,NA,0,0,0,-5734,"#E510B7",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MARKOVA-CAR E",1,2019,2019,1,3,1,NA,NA,0,0,0,5735,"#DC1F3C",0,2019,2019,1,1,1,0,0,0,0,0,2017,2017,1,1,1,1,1,2019,2019,1,1,1,1,1,2,2,1,1,1,0,0
"MORTHA A",1,2019,2019,1,2,1,NA,NA,0,0,0,-5736,"#7B38B7",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"VAN DER HORST GTJ",2,2019,2019,1,9.5,2,NA,NA,0,0,0,5737,"#E251F9",0,2019,2019,1,1,1,0,0,0,0,0,2017,2020,4,5,1.25,2.5,0.625,2019,2019,1,1,1,0.5,0.5,6,8,3,5,1.66666666666667,0,0
"ZAMBRYSKI P",1,2019,2019,1,2,1,NA,NA,0,0,0,-5738,"#E5F8A0",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"COLONNA M",2,2019,2020,2,8.5,1,NA,NA,0,0,0,5739,"#F2C414",0,NA,NA,0,0,0,0,0,0,0,0,2019,2019,1,1,1,0.5,1,2019,2019,1,1,1,1,0.5,2,4,3,1,0.333333333333333,0,0
"MACHADO NL",1,2019,2019,1,2,1,NA,NA,0,0,0,-5740,"#EA31F9",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"GEBHARDT R",1,2019,2019,1,19,1,NA,NA,0,0,0,5741,"#E93D0E",0,NA,NA,0,0,0,0,0,0,0,0,2015,2015,1,1,1,1,1,2019,2019,1,1,1,1,1,2,4,3,1,0.333333333333333,0,0
"BERTRAND B",2,2019,2020,2,9.5,1,2015,2015,1,1,1,-5742,"#59916A",0,NA,NA,0,0,0,0,1,483,1,2,NA,NA,0,0,0,0,0,2019,2020,2,2,1,1,1,2,1,1,0,0,0,0
"ZHENG Q",1,2019,2019,1,13,1,NA,NA,0,0,0,5743,"#F028D0",0,NA,NA,0,0,0,0,0,0,0,0,2016,2016,1,1,1,1,1,2019,2019,1,1,1,1,1,2,2,1,1,1,0,0
"LAI AG",1,2019,2019,1,2,1,2012,2012,1,1,1,-5744,"#5E2D80",0,NA,NA,0,0,0,0,1,437,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MEUTI ME",3,2019,2021,3,2.33333333333333,1,2013,2015,3,2,0.666666666666667,5745,"#F9E6C0",0,NA,NA,0,0,0,0,1,269,1,2,2016,2016,1,1,1,0.333333333333333,1,2019,2019,1,1,1,1,0.333333333333333,2,2,1,1,1,0,0
"DANILENKO VN",1,2019,2019,1,12,1,NA,NA,0,0,0,-5746,"#A0AC43",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BENYAMINA A",1,2019,2019,1,4,1,NA,NA,0,0,0,5747,"#14FB41",0,NA,NA,0,0,0,0,0,0,0,0,2019,2019,1,1,1,1,1,NA,NA,0,0,0,0,0,1,1,0,1,Inf,0,0
"OZES ON",1,2019,2019,1,3,1,NA,NA,0,0,0,-5748,"#96E0F4",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"YOO SH",5,2019,2021,3,9.6,1.66666666666667,2016,2016,1,1,1,5749,"#EC0C77",0,2020,2020,1,1,1,0,1,122,1,3,2004,2020,17,14,0.823529411764706,2.8,0.494117647058823,2020,2020,1,2,2,1.2,0.4,16,17,4,13,3.25,0,0
