"Author_name","PC","PY_start","PY_end","Pub_period","Author_count_avg","PC_annu","PY_first_start","PY_first_end","First_period","PC_first","PC_first_annu","Author_index","Author_color","OC","PY_off_start","PY_off_end","Off_period","PC_off","PC_off_annu","Family_degree_out","Family_degree_in","Family_index","Family_size","AG","PY_col_in_start","PY_col_in_end","Col_in_period","PC_col_in","PC_col_in_annu","R_PC_col_in_PC","R_PC_col_in_PC_annu","PY_col_out_start","PY_col_out_end","Col_out_period","PC_col_out","PC_col_out_annu","R_PC_col_out_PC_annu","R_PC_col_out_PC","PC_col_tot","degree_all","degree_out","degree_in","R_deg_in_out","PCxOCxCC","PCxOCxCC_norm"
"WASSMER G",1,1984,1984,1,5,1,NA,NA,0,0,0,421,"#61837A",0,1984,1984,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1984,1984,1,1,1,1,1,1,2,2,0,0,0,0
"GROSSBERG S",1,1984,1984,1,2,1,NA,NA,0,0,0,-422,"#ED6E89",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KHOLKUTE SD",1,1984,1984,1,1,1,NA,NA,0,0,0,423,"#6634AB",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SINGER CL",1,1984,1984,1,3,1,NA,NA,0,0,0,-424,"#4353E4",1,1984,1984,1,1,1,1,0,64,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"VLACHAKIS N",1,1984,1984,1,2,1,NA,NA,0,0,0,425,"#669CD6",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ADLER NT",1,1984,1984,1,3,1,NA,NA,0,0,0,-426,"#15840A",1,1984,1984,1,1,1,1,0,65,4,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HAHN VON DORSCHE H",1,1984,1984,1,1,1,NA,NA,0,0,0,427,"#EBA4E7",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WRÓBLEWSKI S",1,1984,1984,1,3,1,NA,NA,0,0,0,-428,"#EE1C46",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WALKER RF",1,1984,1984,1,1,1,NA,NA,0,0,0,429,"#65964C",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BARDON T",1,1984,1984,1,2,1,NA,NA,0,0,0,-430,"#FDCEA1",0,1984,1984,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"STEFAN H",1,1984,1984,1,1,1,NA,NA,0,0,0,431,"#24DCDE",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SCHOTT B",1,1984,1984,1,6,1,NA,NA,0,0,0,-432,"#8FE95D",1,1984,1984,1,1,1,1,0,66,2,1,NA,NA,0,0,0,0,0,1984,1984,1,1,1,1,1,1,1,1,0,0,1,4.60557827640839e-06
"BESHARSE JC",20,1985,2011,27,3,0.740740740740741,1983,2016,34,3,0.0882352941176471,433,"#05C68D",2,1985,2007,23,15,0.652173913043478,2,1,58,3,2,1996,2007,12,4,0.333333333333333,0.2,0.45,1995,2011,17,4,0.235294117647059,0.317647058823529,0.2,8,10,6,4,0.666666666666667,400,0.00184223131056335
"HALL JC",40,1985,2005,21,3.9,1.9047619047619,1993,2007,15,2,0.133333333333333,-434,"#D48616",6,1985,2004,20,19,0.95,6,0,67,40,1,1987,2006,20,25,1.25,0.625,0.65625,1986,2004,19,19,1,0.525,0.475,44,22,13,9,0.692307692307692,5280,0.0243174532994363
"FLACH D",1,1985,1985,1,3,1,NA,NA,0,0,0,435,"#D30515",0,1985,1985,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MINORS DS",2,1985,1996,12,1.5,0.166666666666667,1983,1996,14,7,0.5,-436,"#163BBB",0,1996,1996,1,1,1,0,1,29,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"GOLDMAN BD",3,1985,2004,20,2.66666666666667,0.15,1997,1997,1,1,1,437,"#04C916",0,1985,1985,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1985,1985,1,1,1,6.66666666666667,0.333333333333333,1,1,1,0,0,0,0
"NAYLOR E",2,1985,1997,13,1,0.153846153846154,2000,2000,1,1,1,-438,"#2F1244",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WIRZ-JUSTICE A",10,1985,2012,28,2,0.357142857142857,1979,2020,42,5,0.119047619047619,439,"#A01BDD",1,2005,2005,1,1,1,1,1,37,2,2,1983,2020,38,13,0.342105263157895,1.3,0.957894736842105,2006,2006,1,1,1,2.8,0.1,14,13,1,12,12,130,0.00059872517593309
"BARGIELLO TA",1,1985,1985,1,4,1,1984,1984,1,1,1,-440,"#6DF95E",0,1985,1985,1,1,1,0,1,63,1,2,1985,1987,3,3,1,3,1,1985,1985,1,1,1,1,1,4,3,2,1,0.5,0,0
"SIOPES T",2,1985,2000,16,2.5,0.125,NA,NA,0,0,0,441,"#06865D",0,1985,1985,1,1,1,0,0,0,0,0,1988,2006,19,4,0.210526315789474,2,1.68421052631579,2000,2000,1,1,1,8,0.5,5,4,1,3,3,0,0
"KOLATA G",2,1985,1985,1,1,2,NA,NA,0,0,0,-442,"#C4915B",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"GLYBIN LIA",1,1985,1985,1,1,1,NA,NA,0,0,0,443,"#74E961",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SELVERSTON AI",1,1985,1985,1,2,1,NA,NA,0,0,0,-444,"#D3C1B4",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"LUYCKX AS",1,1985,1985,1,2,1,NA,NA,0,0,0,445,"#44BEA2",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"LIBERMAN SS",1,1985,1985,1,2,1,NA,NA,0,0,0,-446,"#CA9651",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KUDINOVA VF",1,1985,1985,1,2,1,NA,NA,0,0,0,447,"#60451E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ROBERT P",1,1985,1985,1,4,1,NA,NA,0,0,0,-448,"#336E3A",0,NA,NA,0,0,0,0,0,0,0,0,2004,2011,8,3,0.375,3,0.375,NA,NA,0,0,0,0,0,3,2,0,2,Inf,0,0
"SCHMIDT-GOLLWITZER M",1,1985,1985,1,3,1,NA,NA,0,0,0,449,"#BFB87C",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"LECOMTE J",1,1985,1985,1,1,1,NA,NA,0,0,0,-450,"#9A3E32",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"GJERSTAD L",1,1985,1985,1,2,1,NA,NA,0,0,0,451,"#334F6E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BOISSIN J",1,1985,1985,1,3,1,NA,NA,0,0,0,-452,"#6D435C",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"DEL POZO F",2,1985,1987,3,3.5,0.666666666666667,NA,NA,0,0,0,453,"#ADDF05",0,NA,NA,0,0,0,0,0,0,0,0,1982,1982,1,1,1,0.5,1.5,1985,1987,3,2,0.666666666666667,1,1,3,3,2,1,0.5,0,0
"PANZRAM G",1,1985,1985,1,2,1,NA,NA,0,0,0,-454,"#DD14D5",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"PLOOG D",1,1985,1985,1,6,1,NA,NA,0,0,0,455,"#323074",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SINGER CM",2,1985,1989,5,4,0.4,NA,NA,0,0,0,-456,"#AD05E1",0,1985,1985,1,1,1,0,0,0,0,0,1986,1986,1,1,1,0.5,2.5,1985,1989,5,2,0.4,1,1,3,3,2,1,0.5,0,0
"MORI H",3,1985,1987,3,6.66666666666667,1,NA,NA,0,0,0,457,"#D896D8",0,NA,NA,0,0,0,0,0,0,0,0,2001,2021,21,3,0.142857142857143,1,0.142857142857143,NA,NA,0,0,0,0,0,3,3,0,3,Inf,0,0
"ECHASSOUX C",1,1985,1985,1,6,1,NA,NA,0,0,0,-458,"#F9B6FF",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BENZENHÖFER U",1,1985,1985,1,2,1,NA,NA,0,0,0,459,"#939C3F",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"NICHOLLS TJ",1,1985,1985,1,3,1,NA,NA,0,0,0,-460,"#FB47CC",1,1985,1985,1,1,1,1,0,68,6,1,1987,1987,1,1,1,1,1,1985,1985,1,1,1,1,1,2,2,1,1,1,2,9.21115655281677e-06
"GEORGOBIANI AA",1,1985,1985,1,3,1,NA,NA,0,0,0,461,"#B29662",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"EGDAHL RH",1,1985,1985,1,7,1,NA,NA,0,0,0,-462,"#68DB1E",1,1985,1985,1,1,1,1,0,69,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KARACAN I",1,1985,1985,1,2,1,NA,NA,0,0,0,463,"#8F470C",0,1985,1985,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"STEPHAN FK",10,1986,2004,19,2.1,0.526315789473684,1998,1998,1,1,1,-464,"#4790CD",0,1999,2004,6,5,0.833333333333333,0,0,0,0,0,NA,NA,0,0,0,0,0,2001,2001,1,1,1,1.9,0.1,1,1,1,0,0,0,0
"HRUSHESKY WJ",15,1986,2010,25,6.26666666666667,0.6,2009,2009,1,1,1,465,"#FA61BC",0,NA,NA,0,0,0,0,0,0,0,0,2001,2010,10,2,0.2,0.133333333333333,0.333333333333333,2005,2009,5,2,0.4,0.666666666666667,0.133333333333333,4,3,1,2,2,0,0
"TAKEDA M",18,1986,2021,36,5.72222222222222,0.5,1997,1997,1,1,1,-466,"#B56039",1,1986,2009,24,2,0.0833333333333333,1,0,72,2,1,2017,2021,5,6,1.2,0.333333333333333,2.4,2003,2021,19,10,0.526315789473684,1.05263157894737,0.555555555555556,16,11,9,2,0.222222222222222,198,0.00091190449872886
"FOLKARD S",4,1986,2008,23,2.75,0.173913043478261,1984,1994,11,4,0.363636363636364,467,"#F71A83",0,NA,NA,0,0,0,0,1,29,1,2,1988,1999,12,4,0.333333333333333,1,1.91666666666667,2000,2000,1,1,1,5.75,0.25,5,6,2,4,2,0,0
"ALBERS HE",17,1986,2015,30,4.47058823529412,0.566666666666667,1990,2017,28,3,0.107142857142857,-468,"#2F7404",4,1997,2015,19,13,0.684210526315789,4,0,70,5,1,2006,2006,1,1,1,0.0588235294117647,1.76470588235294,1997,2015,19,11,0.578947368421053,1.02167182662539,0.647058823529412,12,8,7,1,0.142857142857143,544,0.00250543458236616
"JORDAN WP",1,1986,1986,1,3,1,NA,NA,0,0,0,469,"#B5A403",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"STARZ KE",2,1986,1990,5,6,0.4,NA,NA,0,0,0,-470,"#8C23AB",1,1986,1990,5,2,0.4,1,0,71,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KLEIN WH",1,1986,1986,1,2,1,NA,NA,0,0,0,471,"#058456",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ZIELINSKI WJ",1,1986,1986,1,1,1,NA,NA,0,0,0,-472,"#2824E3",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"LOSEE-OLSON S",3,1986,1988,3,2,1,NA,NA,0,0,0,473,"#2884A5",0,1986,1988,3,3,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ALEINIKOV VK",1,1986,1986,1,2,1,NA,NA,0,0,0,-474,"#121440",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"COLEMAN GJ",1,1986,1986,1,3,1,NA,NA,0,0,0,475,"#138E4A",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1986,1986,1,1,1,1,1,1,1,1,0,0,0,0
"LEHRER S",2,1986,2015,30,1,0.0666666666666667,NA,NA,0,0,0,-476,"#354AA2",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BURNSIDE B",2,1986,1990,5,3,0.4,NA,NA,0,0,0,477,"#5381E0",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"WHITEHEAD WE",1,1986,1986,1,2,1,NA,NA,0,0,0,-478,"#1EEB89",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"OMAE T",2,1986,1990,5,8.5,0.4,NA,NA,0,0,0,479,"#03D7A8",0,1986,1986,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1986,1990,5,2,0.4,1,1,2,4,4,0,0,0,0
"KRAUSS GL",1,1986,1986,1,7,1,NA,NA,0,0,0,-480,"#666318",0,1986,1986,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1986,1986,1,1,1,1,1,1,2,2,0,0,0,0
"GARRELLY L",1,1986,1986,1,4,1,NA,NA,0,0,0,481,"#9A420E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"EGGENA P",1,1986,1986,1,7,1,NA,NA,0,0,0,-482,"#F4A73F",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"TAKII O",1,1986,1986,1,1,1,NA,NA,0,0,0,483,"#0AB42E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"VRIEND J",1,1986,1986,1,3,1,2015,2015,1,1,1,-484,"#02FB94",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"GUPTA D",1,1986,1986,1,1,1,NA,NA,0,0,0,485,"#DCE181",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BALTHAZART J",1,1986,1986,1,3,1,NA,NA,0,0,0,-486,"#0CEF15",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KALRA SP",1,1986,1986,1,2,1,NA,NA,0,0,0,487,"#ACA26C",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"ROSBASH M",74,1987,2021,35,4.45945945945946,2.11428571428571,1985,2007,23,4,0.173913043478261,-488,"#30A9F4",10,1987,2014,28,25,0.892857142857143,10,1,67,23,2,1986,2021,36,27,0.75,0.364864864864865,0.35472972972973,1987,2021,35,39,1.11428571428571,0.527027027027027,0.527027027027027,66,38,24,14,0.583333333333333,28120,0.129508861132604
"KIPPERT F",4,1987,2001,15,1.25,0.266666666666667,1995,2002,8,2,0.25,489,"#260406",1,1987,1987,1,1,1,1,0,79,3,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MILETTE JJ",1,1987,1987,1,6,1,NA,NA,0,0,0,-490,"#96DDFE",0,1987,1987,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,1987,1987,1,1,1,1,1,1,1,1,0,0,0,0
"TOUITOU Y",19,1987,2017,31,2.21052631578947,0.612903225806452,1978,2020,43,9,0.209302325581395,491,"#0816E5",2,1995,2017,23,6,0.260869565217391,2,1,7,3,2,1976,2018,43,17,0.395348837209302,0.894736842105263,0.645042839657283,1995,2017,23,3,0.130434782608696,0.212814645308924,0.157894736842105,20,16,2,14,7,608,0.0028001915920563
"FOLLETT BK",5,1987,2015,29,2.6,0.172413793103448,1985,1992,8,2,0.25,-492,"#A69008",1,1996,1996,1,1,1,1,1,68,5,2,NA,NA,0,0,0,0,0,1987,1987,1,2,2,11.6,0.4,2,2,2,0,0,10,4.60557827640839e-05
"GOTO K",2,1987,2007,21,2.5,0.0952380952380952,1985,2017,33,4,0.121212121212121,493,"#997AB7",0,1987,1987,1,1,1,0,1,6,1,3,2009,2020,12,3,0.25,1.5,2.625,1987,1987,1,1,1,10.5,0.5,4,4,1,3,3,0,0
"RINGO JM",2,1987,1989,3,3,0.666666666666667,NA,NA,0,0,0,-494,"#4D9D1B",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1989,1989,1,1,1,1.5,0.5,1,1,1,0,0,0,0
"KIMURA F",11,1987,2003,17,3.72727272727273,0.647058823529412,NA,NA,0,0,0,495,"#E13962",1,2000,2001,2,5,2.5,1,0,73,2,1,NA,NA,0,0,0,0,0,2000,2001,2,5,2.5,3.86363636363636,0.454545454545455,5,2,2,0,0,22,0.000101322722080984
"LOSEE-OLSON SH",1,1987,1987,1,2,1,NA,NA,0,0,0,-496,"#5F1B2C",0,1987,1987,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BRALY PS",2,1987,1987,1,3,2,NA,NA,0,0,0,497,"#54AC73",0,1987,1987,1,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,1987,1987,1,1,1,0.5,0.5,1,1,1,0,0,0,0
"SATTER RL",2,1987,1989,3,3.5,0.666666666666667,1977,1977,1,1,1,-498,"#3AC08E",0,NA,NA,0,0,0,0,1,26,1,2,1976,1976,1,1,1,0.5,1.5,1987,1989,3,2,0.666666666666667,1,1,3,2,1,1,1,0,0
"NATELSON BH",3,1987,1990,4,3,0.75,NA,NA,0,0,0,499,"#9CBB28",1,1987,1987,1,1,1,1,0,80,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"POWERS MK",1,1987,1987,1,2,1,1991,1991,1,1,1,-500,"#57D94A",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"CALABAN M",2,1987,1987,1,2,2,NA,NA,0,0,0,501,"#BBD6C1",0,1987,1987,1,2,2,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SAITO T",2,1987,2015,29,2.5,0.0689655172413793,2004,2013,10,2,0.2,-502,"#88D806",0,1987,1987,1,1,1,0,0,0,0,0,2004,2010,7,3,0.428571428571429,1.5,6.21428571428571,1987,1987,1,1,1,14.5,0.5,4,4,1,3,3,0,0
"THOSS F",1,1987,1987,1,2,1,NA,NA,0,0,0,503,"#7F4EF7",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"DRUCKER-COLIN R",1,1987,1987,1,2,1,NA,NA,0,0,0,-504,"#96FB4E",1,1987,1987,1,1,1,1,0,74,5,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"DURAN A",1,1987,1987,1,2,1,NA,NA,0,0,0,505,"#D2A47B",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"DARCOURT G",2,1987,1992,6,5.5,0.333333333333333,NA,NA,0,0,0,-506,"#BF28E4",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1992,1992,1,1,1,3,0.5,1,1,1,0,0,0,0
"JAROSZ D",1,1987,1987,1,2,1,NA,NA,0,0,0,507,"#04914A",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SHIRAKAWA T",1,1987,1987,1,1,1,2000,2000,1,1,1,-508,"#0E0A4F",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MERGENHAGEN E",1,1987,1987,1,2,1,NA,NA,0,0,0,509,"#E106B1",0,1987,1987,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"NARANG RK",1,1987,1987,1,4,1,NA,NA,0,0,0,-510,"#8627F1",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1987,1987,1,1,1,1,1,1,1,1,0,0,0,0
"QUENEAU P",1,1987,1987,1,6,1,NA,NA,0,0,0,511,"#B3561E",1,1987,1987,1,1,1,1,0,76,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MALEEVA A",1,1987,1987,1,2,1,NA,NA,0,0,0,-512,"#2D00BA",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"TAKAMURA T",1,1987,1987,1,2,1,NA,NA,0,0,0,513,"#841E1B",0,1987,1987,1,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"D'ABBONDIO D",1,1987,1987,1,4,1,NA,NA,0,0,0,-514,"#465716",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"LABRECQUE G",2,1987,2007,21,2,0.0952380952380952,NA,NA,0,0,0,515,"#853788",1,1987,1987,1,1,1,1,0,78,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"EGNER DA",1,1987,1987,1,2,1,NA,NA,0,0,0,-516,"#FDD013",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"HELDMAIER G",1,1987,1987,1,3,1,NA,NA,0,0,0,517,"#21D0D2",1,1987,1987,1,1,1,1,0,77,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MIRMIRAN M",1,1987,1987,1,5,1,1991,2000,10,6,0.6,-518,"#AD9E6E",0,NA,NA,0,0,0,0,0,0,0,0,1990,1994,5,2,0.4,2,0.4,1987,1987,1,1,1,1,1,3,3,2,1,0.5,0,0
"MCINTOSH TK",1,1987,1987,1,1,1,1985,1985,1,1,1,519,"#715624",0,NA,NA,0,0,0,0,1,69,1,2,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"DE MONTIGNY C",1,1987,1987,1,2,1,NA,NA,0,0,0,-520,"#B44BDE",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"LONGO LD",1,1987,1987,1,2,1,NA,NA,0,0,0,521,"#87AD7E",1,1987,1987,1,1,1,1,0,75,2,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"MCCARTY R",1,1987,1987,1,3,1,NA,NA,0,0,0,-522,"#3E7A2E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"UPTON RA",1,1987,1987,1,5,1,NA,NA,0,0,0,523,"#E53C7C",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SPICÁK V",1,1987,1987,1,4,1,NA,NA,0,0,0,-524,"#4551E0",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"BAKER HD",1,1987,1987,1,2,1,NA,NA,0,0,0,525,"#68F665",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"SHIBATA R",1,1987,1987,1,3,1,NA,NA,0,0,0,-526,"#785766",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"KONDO T",38,1988,2020,33,4.65789473684211,1.15151515151515,1991,2000,10,8,0.8,527,"#D7BB4A",5,1992,2010,19,16,0.842105263157895,5,0,81,6,1,1991,2019,29,37,1.27586206896552,0.973684210526316,1.10798548094374,1995,2020,26,24,0.923076923076923,0.801619433198381,0.631578947368421,61,26,12,14,1.16666666666667,4940,0.0227515566854574
"CASHMORE AR",3,1988,2003,16,4.33333333333333,0.1875,NA,NA,0,0,0,-528,"#0C125B",2,1988,2001,14,2,0.142857142857143,2,0,82,3,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
"PIECHULLA B",9,1988,2007,20,2.55555555555556,0.45,1998,1998,1,1,1,529,"#D5311E",0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0
